application_id,timestamp,race,sex,age_group,approval_decision,model_score,loan_amount,loan_duration_months,loan_purpose,annual_income,zipcode,employment_length_years,credit_score,marital_status,education_level
30bcad53-36d0-43b2-915f-77dcdabd281a,2025-06-30 04:27:39.170706+00:00,White,Female,36-55,1,0.14801791008158294,11823.198317132077,48,car,106757.95930130189,90210,15,800,Divorced,Bachelors
c03a0ed0-d4fc-428e-a30b-6b766c7742e8,2025-06-30 04:27:39.170706+00:00,White,Female,18-35,0,0.45115528714717723,21660.232774869128,48,other,63008.0644862934,60601,10,700,Single,PhD
1ecdd734-3f64-4c3d-b7d9-4ed85a8dbafd,2025-06-30 04:27:39.170707+00:00,White,Female,18-35,1,0.5824658219752457,11438.030640445073,12,car,102464.8669695718,60601,10,600,Single,HS
f53fe07e-241a-4e44-905b-910a153d9278,2025-06-30 04:27:39.170707+00:00,Other,Female,18-35,1,0.5455630779438679,18965.00425387734,48,other,106416.3575241137,60601,0,700,Single,Bachelors
37076191-16d5-4367-889f-80b75fbb4726,2025-06-30 04:27:39.170708+00:00,Black,Female,36-55,1,0.987831946756858,20184.40119470053,48,education,45984.81238013514,60601,1,750,Divorced,PhD
2ed9dd48-d22c-4e0e-b315-1b1ab35538ac,2025-06-30 04:27:39.170708+00:00,Hispanic,Male,56+,1,0.5753289792266266,22560.116346490035,48,other,110865.68318399743,60601,2,700,Married,PhD
1ec749ae-c575-48cb-aeb3-3daa4ce52628,2025-06-30 04:27:39.170709+00:00,White,Female,56+,0,0.12459201917072493,22635.4746345378,24,education,85479.72979138831,98101,1,650,Married,HS
4c64f0d9-d309-4c83-bb51-8cda0f520a74,2025-06-30 04:27:39.170709+00:00,White,Male,56+,1,0.6662806590065393,14109.914909481528,60,home,68886.72575927254,90210,0,650,Single,Masters
adb1f794-30c4-45e2-ab34-8ab2c5d1238c,2025-06-30 04:27:39.170710+00:00,White,Male,18-35,1,0.8579456181830518,17224.43219367812,36,car,94747.704666735,90210,1,750,Divorced,Masters
08cb90ce-8820-4558-8ca9-9ce8654c34df,2025-06-30 04:27:39.170710+00:00,White,Male,56+,1,0.772325968729651,24162.253564034487,24,other,40617.47209770644,60601,15,800,Divorced,Bachelors
30c6b8b3-09be-4e6f-8c6c-72b79c621b8a,2025-06-30 04:27:39.170711+00:00,White,Male,18-35,1,0.49982178931432486,24305.48291127194,36,car,55858.00926545133,60601,5,800,Married,HS
badca146-1e4b-40ea-816d-90c0a72fd133,2025-06-30 04:27:39.170711+00:00,White,Male,18-35,1,0.13308830790132709,15427.55516996542,60,other,42291.43190985246,60601,2,750,Married,Bachelors
70e4bcdd-943c-434f-80eb-ae46679d78b9,2025-06-30 04:27:39.170712+00:00,White,Female,36-55,0,0.9982650583202597,14924.162637594523,24,other,67442.00954373543,10001,5,600,Divorced,HS
1c930484-3437-44ee-8ad2-4993fa67e3ed,2025-06-30 04:27:39.170712+00:00,White,Male,18-35,1,0.9066012280455191,18442.39502501467,24,car,42079.5931783885,10001,10,700,Divorced,HS
aac6a1c4-507a-42c4-9680-51c794fb992a,2025-06-30 04:27:39.170713+00:00,Black,Female,36-55,0,0.45289833744118635,19594.38374605614,36,education,97071.75246760264,98101,0,800,Married,Masters
35e26a7f-4601-4b3c-a2f2-ec4eb480ed88,2025-06-30 04:27:39.170713+00:00,Hispanic,Male,36-55,1,0.925377908467347,10112.649300654333,60,home,70963.03288700395,90210,10,750,Divorced,Masters
cfa8f367-c02d-4090-80f2-c192ed64bf01,2025-06-30 04:27:39.170714+00:00,White,Female,36-55,0,0.3114026145770359,27641.16154223431,48,car,74814.8614440078,90210,0,750,Divorced,PhD
ff814e5b-c7a5-4575-bfc9-e5157e0a0201,2025-06-30 04:27:39.170714+00:00,White,Female,56+,1,0.559723128674222,6650.995307670353,60,home,84023.12947001673,90210,10,650,Single,PhD
844d2be7-a402-477b-8fbd-b99e026ce7ab,2025-06-30 04:27:39.170715+00:00,White,Female,18-35,1,0.011134350510235147,20495.38298937764,60,car,115881.17522197544,90210,0,650,Married,Bachelors
5d04e821-536a-439d-bdb0-13da5734602e,2025-06-30 04:27:39.170715+00:00,White,Female,36-55,1,0.3137430882682263,27482.333422306638,60,other,97547.3938111221,60601,1,700,Divorced,Masters
ffdcb7a6-af78-489d-a038-67d8864c12d6,2025-06-30 04:27:39.170716+00:00,Hispanic,Female,36-55,1,0.33539060004900934,17649.191838087103,24,other,59919.10104700061,60601,1,800,Single,HS
8d76ae93-7897-4efc-94ba-84f5e6f38af0,2025-06-30 04:27:39.170716+00:00,Black,Male,56+,0,0.9910941737545453,20538.024529778566,12,home,56640.15447142905,60601,15,600,Single,Bachelors
67999c08-9efe-423f-820a-439975d77457,2025-06-30 04:27:39.170717+00:00,White,Female,36-55,0,0.8656762434383256,12227.261327456697,60,other,80939.67720286436,60601,15,650,Single,Masters
fc7beda4-bd1b-4dfd-815f-806b83ee4cad,2025-06-30 04:27:39.170717+00:00,White,Female,18-35,0,0.7463509124368862,17341.616508346655,36,education,46482.4190961795,90210,2,600,Divorced,Masters
bb35b634-8b67-47d3-bdd8-cc427cce1996,2025-06-30 04:27:39.170718+00:00,White,Female,56+,1,0.9397506747624288,18086.80729627266,12,car,53301.02334846508,98101,5,800,Divorced,Bachelors
ff8d0b4d-02a5-46c6-94da-106c77961f50,2025-06-30 04:27:39.170718+00:00,White,Female,56+,1,0.08312454993549223,19385.58214404341,12,other,97585.24016946957,90210,15,750,Married,PhD
bada02c2-5ed7-4a0a-994b-a94a66e49aa8,2025-06-30 04:27:39.170719+00:00,White,Male,56+,1,0.14269727766566154,28476.03900939101,12,home,67032.66383342179,98101,2,600,Divorced,PhD
2123cf51-c984-4c52-8376-20714c958a9d,2025-06-30 04:27:39.170720+00:00,White,Female,36-55,1,0.19705409763783743,18207.89202600205,24,other,100321.78169255279,90210,1,750,Married,PhD
dfcc8542-60df-4f6d-b99b-3a2c55ceaf88,2025-06-30 04:27:39.170720+00:00,Hispanic,Male,18-35,1,0.5251478414286831,27258.949593486388,12,other,38061.135024916955,98101,5,700,Single,PhD
ae0d2ab7-7017-4a09-8513-7231646961cd,2025-06-30 04:27:39.170721+00:00,White,Female,56+,1,0.4949826649425856,16683.10578076096,48,other,74881.69649147482,98101,5,700,Divorced,PhD
c9294c83-ce0a-4b76-a764-ff23ffe1b4f7,2025-06-30 04:27:39.170721+00:00,White,Male,36-55,1,0.6660383260136772,19747.386974815454,24,other,115489.28688664774,90210,1,700,Single,HS
30870c87-1709-444c-8177-efdb913ba772,2025-06-30 04:27:39.170722+00:00,White,Female,18-35,1,0.44298450237466735,19549.487882400415,48,car,92230.49662353279,90210,5,600,Divorced,Masters
bdc35e31-1522-4c3a-a377-2f3d9efd74a6,2025-06-30 04:27:39.170722+00:00,Hispanic,Female,18-35,1,0.34541824997359183,20561.68616466217,36,car,129574.21259152505,98101,10,700,Single,Bachelors
eb1c1454-4f90-4f7d-a9c1-4f41edfbce59,2025-06-30 04:27:39.170722+00:00,White,Female,56+,0,0.6240641051612577,17232.699175948386,24,other,94319.19943267961,98101,15,750,Married,PhD
6c15c44f-c2ec-4b56-af0e-ad7fe5e90795,2025-06-30 04:27:39.170723+00:00,White,Male,36-55,0,0.8298605036536787,21686.547475993124,48,education,87292.76279475457,90210,5,600,Married,PhD
91061bb1-cc49-45db-ab33-fb8b82618f46,2025-06-30 04:27:39.170724+00:00,White,Female,56+,1,0.05604570461658598,12593.503935554912,60,other,104515.8337730024,98101,1,750,Divorced,Bachelors
489fa826-dbfa-4e66-b1cf-f9745a8e2f55,2025-06-30 04:27:39.170724+00:00,White,Female,18-35,1,0.7109486673064714,20071.559937094586,48,car,112112.50934198312,10001,10,750,Single,PhD
40789987-9062-4279-915b-f0cef4ca214e,2025-06-30 04:27:39.170725+00:00,Asian,Female,56+,1,0.38978856030832665,14729.567741915023,12,home,105488.52276597319,10001,10,600,Single,PhD
ae2493fe-8aa3-4992-962d-6a8e643b2577,2025-06-30 04:27:39.170725+00:00,Hispanic,Male,36-55,0,0.8114674170396048,12321.082362207017,24,home,78340.41320538407,98101,10,800,Single,PhD
528e2a20-7798-4483-b549-4c7e7a250b32,2025-06-30 04:27:39.170726+00:00,Black,Female,18-35,0,0.8230324146526486,17924.81096531586,48,car,50981.385074738515,10001,15,700,Divorced,PhD
86c6728c-bcb0-4a36-917d-60e0d4e37a1f,2025-06-30 04:27:39.170726+00:00,White,Female,36-55,0,0.7860557323881728,18099.78209147496,48,car,112227.82318347333,60601,0,650,Single,PhD
1185155b-f96f-493f-a778-30b7216dc12f,2025-06-30 04:27:39.170727+00:00,Black,Female,36-55,1,0.0687447871001109,6647.356148373885,36,car,85943.09051801925,60601,1,750,Married,PhD
2f74de1c-fa0f-4583-8d72-dde6c6fe2248,2025-06-30 04:27:39.170728+00:00,White,Male,18-35,1,0.39347013576550016,16810.12516742009,60,home,92874.61391913092,90210,2,600,Married,Masters
7323c915-97b7-4c2a-a260-a748bbc3b858,2025-06-30 04:27:39.170728+00:00,White,Male,18-35,1,0.10176246547550472,16325.333728973359,12,car,88517.39177140227,60601,2,600,Married,Masters
1c713cf6-b00f-4b27-bd14-87d04ac5bcfa,2025-06-30 04:27:39.170729+00:00,White,Male,56+,0,0.8594110051122696,24329.788228817655,36,home,91108.00545197415,10001,10,800,Divorced,PhD
aa7e7028-89b6-44e8-b3a4-e8e3473b67c0,2025-06-30 04:27:39.170729+00:00,Other,Female,56+,1,0.055651865141424395,22989.34112461078,24,car,59993.49855822012,60601,10,800,Single,PhD
82e415c7-8f9a-4c29-b2dd-ff279dd48fcf,2025-06-30 04:27:39.170730+00:00,Hispanic,Male,18-35,1,0.6866333865398202,23416.519775329158,60,other,60828.08050913167,10001,15,700,Married,Bachelors
efab917e-9568-41ba-9b4d-3c8ff8d83207,2025-06-30 04:27:39.170730+00:00,Hispanic,Female,56+,1,0.2299762802610763,21725.25812106133,12,education,40701.02004060685,98101,0,700,Married,HS
542d5f0e-afcf-4e96-b3bf-f6b7e485ac9c,2025-06-30 04:27:39.170731+00:00,White,Male,18-35,1,0.8817930781138823,20408.30501391664,36,education,103414.90621746481,98101,2,800,Divorced,Masters
562bb0b8-4012-4e6b-9626-cde657e63ddd,2025-06-30 04:27:39.170731+00:00,White,Female,36-55,0,0.7184498567208039,21763.95956520583,24,home,85672.14551938797,60601,1,750,Married,Masters
98e78da7-c410-4c53-ab8c-af852673ef15,2025-06-30 04:27:39.170732+00:00,Other,Male,36-55,1,0.32762630923406433,17053.770600847532,60,other,57263.56434119193,90210,5,600,Divorced,Masters
794e05fa-f981-42b6-bd0a-bba0a0915122,2025-06-30 04:27:39.170732+00:00,White,Male,56+,0,0.5433380734609439,22316.131469624394,48,education,110213.98465030706,60601,2,600,Single,Masters
636f1d02-becd-4105-9340-f5002c11aa8a,2025-06-30 04:27:39.170733+00:00,Black,Female,36-55,1,0.6359747824724645,26689.15307006784,48,car,73360.68849755575,98101,5,600,Single,Masters
03fa9dad-6019-49da-b41c-f03d4cf572ff,2025-06-30 04:27:39.170733+00:00,White,Male,36-55,1,0.1415251809501311,17410.984546205313,60,education,77443.96180310703,10001,2,700,Married,Bachelors
8eb1ed73-f247-4be0-b327-e31895126a1e,2025-06-30 04:27:39.170734+00:00,Asian,Male,56+,0,0.24143004584743355,20532.48606640586,48,home,75224.9818665021,98101,10,700,Divorced,PhD
b5ccc6a7-84cc-47af-83e9-ac93d61ac46b,2025-06-30 04:27:39.170734+00:00,Hispanic,Female,56+,1,0.10858643982698823,20036.75523723492,12,home,83282.46062383041,98101,5,750,Married,Bachelors
bbc6c290-b592-49df-9da9-48f5a5e61555,2025-06-30 04:27:39.170736+00:00,White,Female,56+,1,0.6375418836234277,19544.87534378852,36,car,84940.41951100403,98101,2,800,Single,Masters
c2d54488-e12f-42ee-b1cb-390988eaa6bd,2025-06-30 04:27:39.170736+00:00,Hispanic,Female,18-35,0,0.02058883501659181,21842.562536456422,36,education,59575.34669642591,98101,0,650,Divorced,PhD
cda21752-e0df-4ecf-8266-b6934e47988f,2025-06-30 04:27:39.170737+00:00,White,Male,18-35,1,0.6887189207889671,14346.171583955493,60,car,65102.25952265063,60601,10,750,Married,HS
f86d393c-25f2-43c0-8cf9-7d6251f99f57,2025-06-30 04:27:39.170737+00:00,Black,Male,36-55,0,0.2046001832014963,25740.815691940243,12,home,90190.625411433,10001,2,800,Single,Bachelors
4a033bcf-cf26-424e-a09f-84cf72d71aaf,2025-06-30 04:27:39.170738+00:00,White,Female,18-35,0,0.19969160678828113,14857.033253348302,48,car,49472.70264279167,10001,10,750,Single,HS
49c4b18f-8ffb-43c8-880f-d488bcf0cb13,2025-06-30 04:27:39.170738+00:00,White,Male,56+,1,0.92173893652069,28125.812107600843,24,home,90385.41944084379,90210,0,650,Divorced,Masters
fc3b7de0-4b1c-4732-97a9-6ba10708d835,2025-06-30 04:27:39.170739+00:00,White,Male,56+,1,0.9610431335757895,24454.568333005154,48,other,93105.99400723154,90210,0,600,Married,HS
de49695f-1195-447e-af2f-aba9fc4a8d71,2025-06-30 04:27:39.170739+00:00,Hispanic,Female,56+,0,0.511272160121249,26100.278885731608,60,other,83340.80487407885,90210,1,750,Divorced,HS
503ffe29-0ab1-443c-a18d-b46123642d37,2025-06-30 04:27:39.170740+00:00,Hispanic,Male,56+,1,0.6128303518483457,18179.515297979367,36,home,99827.46741906893,10001,5,750,Divorced,PhD
ee532cb5-58d9-48a9-9e92-6793513cfec2,2025-06-30 04:27:39.170740+00:00,White,Male,56+,1,0.4476197365476977,16052.093288768776,24,education,83781.88112368372,10001,5,700,Single,PhD
ddfc8762-8dcd-4ca2-90f5-2fb50bedc244,2025-06-30 04:27:39.170741+00:00,Black,Female,56+,1,0.12677875162213637,14464.696308783125,60,other,75521.13719677473,10001,1,750,Divorced,Masters
a4a992be-1c27-4388-85e4-290b90da4027,2025-06-30 04:27:39.170741+00:00,Other,Female,56+,1,0.7862292505523679,23478.300300562223,48,other,20290.88206526619,10001,5,650,Single,Masters
44fb52b9-0597-4db3-8fb0-3312c9c1878f,2025-06-30 04:27:39.170742+00:00,White,Female,36-55,1,0.4786407288367963,18320.436530736584,60,car,62258.61152919175,98101,5,650,Married,Masters
d8df43ec-36ff-44f9-8220-e3e3a8fde825,2025-06-30 04:27:39.170742+00:00,White,Female,18-35,1,0.49305654414129974,25513.714992140318,24,other,93524.29883875164,60601,10,800,Married,Bachelors
335bd92c-52b0-4a7f-a2e5-9e5e4a565d36,2025-06-30 04:27:39.170743+00:00,White,Female,18-35,1,0.9025070804916744,18656.063805611047,12,education,83240.3826181212,10001,15,600,Divorced,PhD
d279bb73-7cc3-42e5-bb3c-5af303dceba0,2025-06-30 04:27:39.170743+00:00,White,Male,18-35,1,0.3529201693808849,31562.4172193819,24,other,79056.14774511824,90210,1,600,Single,Bachelors
0231feac-3f02-4449-9418-440aaa6367b2,2025-06-30 04:27:39.170744+00:00,White,Male,18-35,1,0.3291527675812309,18009.88844991222,48,car,109547.78809304,10001,5,650,Married,Masters
e57949c0-1b20-4de2-abcb-4ec5acf6a611,2025-06-30 04:27:39.170744+00:00,White,Male,18-35,0,0.9784226806120654,20258.499334379692,48,home,64330.197373651696,90210,10,600,Single,HS
34b80283-193a-40d9-9fd8-d60ff81ea74a,2025-06-30 04:27:39.170744+00:00,White,Female,56+,1,0.18216265991112712,18153.751483428678,24,car,113616.19208225685,98101,15,600,Divorced,PhD
d4065eff-dad8-4b96-a800-62860614a8b7,2025-06-30 04:27:39.170745+00:00,Black,Female,36-55,1,0.8366653431620178,9613.809658196607,48,home,77531.9939586782,90210,0,600,Married,Bachelors
c05706aa-09bf-460c-80e5-3b95e2964d2a,2025-06-30 04:27:39.170746+00:00,White,Male,18-35,1,0.7962450516533505,24823.95332709099,48,home,97752.054570374,10001,0,650,Divorced,Bachelors
cb4409dc-89e9-46a5-b383-38b7e9d11d1f,2025-06-30 04:27:39.170746+00:00,Black,Female,56+,0,0.1906842500668693,21678.136280791194,60,car,63416.28505442958,10001,10,600,Divorced,HS
d3dd9658-0662-403d-b0e5-e85fff27492d,2025-06-30 04:27:39.170746+00:00,White,Female,36-55,1,0.436972022012623,25919.91128437118,12,education,105389.93244876704,98101,15,600,Married,PhD
a3035e01-20a6-435c-89b0-1c47e3fb7e61,2025-06-30 04:27:39.170747+00:00,Hispanic,Male,56+,1,0.7819890487900184,20154.628018249186,60,education,88397.2915863092,60601,1,800,Single,HS
50a387ee-60fa-4c6e-9223-1983975f1638,2025-06-30 04:27:39.170747+00:00,Black,Male,18-35,0,0.07707210260738273,24284.646282489644,12,home,70783.1440786614,10001,1,750,Married,PhD
31f66bf7-c9d8-46f8-a60d-f7b3fd0077b3,2025-06-30 04:27:39.170748+00:00,Hispanic,Female,36-55,0,0.906282419180801,17576.38634336331,24,other,69486.74458247444,98101,10,700,Married,Bachelors
da1ab2c5-1707-4a86-bf86-c6b600d300dd,2025-06-30 04:27:39.170748+00:00,White,Female,18-35,1,0.021820281530030794,25567.07070735599,36,other,74332.96168140606,60601,15,800,Divorced,PhD
4b1e27d9-0ce7-4aa8-b20f-96f1f8f0aaa1,2025-06-30 04:27:39.170749+00:00,White,Female,18-35,1,0.9107815595178402,9815.811414536864,24,car,97292.08690769401,98101,1,600,Divorced,Masters
a4b8cfc6-0021-4547-a89a-8653771c46a7,2025-06-30 04:27:39.170749+00:00,Black,Male,56+,1,0.5364331251142216,22381.78590959366,24,home,54443.93967328184,98101,2,700,Married,Masters
a1f9b712-9d84-40b2-b65b-b73919a7d930,2025-06-30 04:27:39.170750+00:00,Asian,Female,36-55,0,0.6924771222811487,25562.97009328077,36,home,78452.60013341978,60601,5,750,Married,HS
5b7625da-a92d-4ac5-b4dc-322d09b775bc,2025-06-30 04:27:39.170750+00:00,Hispanic,Female,18-35,1,0.03977129198125995,18741.533188730173,24,car,65581.0423548999,98101,1,800,Married,PhD
63b9ddaa-e6d6-442f-95ef-311c1504cfdb,2025-06-30 04:27:39.170751+00:00,White,Male,56+,0,0.9435850338337797,17037.990795457736,36,education,68355.33631331862,10001,5,650,Divorced,Masters
ba86d05b-5623-4c8d-85a3-4c68ba04f4c7,2025-06-30 04:27:39.170751+00:00,White,Female,18-35,1,0.06973478026270241,14558.609965004682,12,home,84267.50347770807,98101,1,600,Single,PhD
12bce433-5e7e-438f-92a7-a8e0206e1025,2025-06-30 04:27:39.170752+00:00,White,Female,18-35,0,0.9633655170314122,22960.882541646744,12,education,115278.35565387717,98101,15,600,Divorced,Masters
e94a73b1-d945-44d9-aed7-c3ab115bbf3e,2025-06-30 04:27:39.170752+00:00,Other,Male,18-35,1,0.3411019565362501,20042.20330089322,60,car,66519.48893241599,98101,2,750,Single,Masters
401a92ef-0578-4b60-bcf5-a162207995f6,2025-06-30 04:27:39.170753+00:00,Hispanic,Female,36-55,1,0.8559917120415016,23024.278007548193,60,home,126903.01954724436,98101,2,800,Single,Bachelors
b1996819-358b-49e8-b631-b2e95ad1bd97,2025-06-30 04:27:39.170753+00:00,Hispanic,Male,56+,1,0.8240525304929485,26603.69649378692,48,car,79953.74575361537,10001,5,650,Divorced,Bachelors
3c5d1d20-54cd-41b9-9b51-d79127b95eb7,2025-06-30 04:27:39.170754+00:00,Black,Female,18-35,1,0.3850275390215946,22994.302179991173,24,home,88320.0226918101,90210,5,650,Single,Masters
b3849f03-374c-4897-a2a8-87f05e497a34,2025-06-30 04:27:39.170754+00:00,Hispanic,Female,36-55,1,0.11367073683034146,21370.447778833874,24,home,61059.938980074185,10001,0,700,Divorced,PhD
499989fa-e89a-4195-9dd8-2574b96f7be4,2025-06-30 04:27:39.170755+00:00,Asian,Male,56+,0,0.9368171838920895,15812.325257809549,24,home,56528.05983613715,60601,15,650,Single,Masters
99c253a1-56cd-4cb6-9412-f1c824978a54,2025-06-30 04:27:39.170755+00:00,White,Male,36-55,1,0.8855119812205957,24987.61506312683,12,education,95570.37826087767,10001,2,750,Married,Masters
e1316e75-4477-4f04-8d93-08117fb1ae35,2025-06-30 04:27:39.170755+00:00,White,Male,36-55,1,0.8815486422588743,11948.098766441395,60,education,79181.52208775748,98101,0,700,Married,Masters
5d48515c-1be4-4171-b8e8-8b8f97005c7b,2025-06-30 04:27:39.170756+00:00,White,Female,36-55,1,0.7980892340047853,16136.210255845952,36,other,90194.92557903289,90210,5,650,Divorced,HS
fecae16d-2d1d-4a59-bb58-c20a63968cc1,2025-06-30 04:27:39.170756+00:00,White,Male,18-35,1,0.4105669821912974,21467.38679451841,12,car,40882.33814966456,10001,0,750,Single,PhD
4565a93f-a143-42bf-a5fa-9f3c12455233,2025-06-30 04:27:39.170757+00:00,Asian,Male,36-55,0,0.0843376010732616,14736.691890831591,48,other,99667.21138712461,10001,0,750,Divorced,Masters
1d47a498-9a4f-4dd4-a341-210508274c9f,2025-06-30 04:27:39.170757+00:00,Asian,Male,36-55,1,0.46883273635802747,23657.604458749505,24,other,91884.99514704506,98101,5,700,Divorced,Bachelors
f3417443-58c9-45c9-948d-9c5b34537341,2025-06-30 04:27:39.170758+00:00,Hispanic,Male,36-55,1,0.7170767795891665,18748.557064968125,60,car,88288.10628536387,90210,1,600,Single,Bachelors
d7e1b752-da17-4b08-a46b-155d9d1a06f2,2025-06-30 04:27:39.170758+00:00,White,Female,36-55,0,0.19437836852404122,26163.762749260528,36,education,83420.83914673486,10001,15,700,Single,Bachelors
25a8e000-9532-442a-99a3-fd3704515d97,2025-06-30 04:27:39.170759+00:00,Asian,Male,36-55,1,0.12720814211886655,29321.86709256713,12,other,110728.09636614799,98101,15,750,Single,HS
1138c032-de94-4f70-ac0f-90b0b1d781be,2025-06-30 04:27:39.170759+00:00,Black,Male,36-55,1,0.6796139912746482,24374.12973291824,60,car,95447.37819606814,10001,2,600,Married,Masters
359faa0d-6ab1-4eca-8e1e-d644a9389745,2025-06-30 04:27:39.170760+00:00,White,Female,36-55,1,0.5000811216987262,21261.15749785918,24,car,71287.27079828536,90210,10,650,Single,Masters
f48b58dc-7113-4a1b-b1a6-79418cdc93ef,2025-06-30 04:27:39.170760+00:00,Hispanic,Male,36-55,1,0.9318011315018669,16880.681476584654,60,home,67884.70516884344,98101,15,600,Single,Bachelors
523b0b58-0199-4a57-ad35-700426bc3e17,2025-06-30 04:27:39.170761+00:00,White,Male,36-55,1,0.04917913878866986,15958.5020611853,12,home,72667.91995516984,90210,10,750,Divorced,HS
cb257263-e879-4105-adbc-c975a7b42341,2025-06-30 04:27:39.170761+00:00,Black,Female,18-35,1,0.9021385062101266,18808.288312332865,60,education,68009.25167188184,60601,10,650,Divorced,HS
ac4cf616-1f2b-444f-9c51-4636fdc63c85,2025-06-30 04:27:39.170762+00:00,White,Male,18-35,1,0.559057223027815,20511.265437093418,12,car,54047.98855640761,90210,5,750,Married,Bachelors
63250f79-2c2e-4be3-8edb-933ee10c0ae0,2025-06-30 04:27:39.170762+00:00,Hispanic,Male,56+,1,0.018799123296678766,16313.213374351019,48,other,69613.4588316806,10001,10,800,Married,Bachelors
fa16268d-be00-4f54-9d9f-74262db86c48,2025-06-30 04:27:39.170763+00:00,White,Male,56+,1,0.5771072945018797,14626.437308299159,36,home,95871.41122093116,60601,15,750,Married,Masters
9a768125-39ca-4a84-b523-2a6697c9b27c,2025-06-30 04:27:39.170763+00:00,White,Female,36-55,1,0.2699108530619183,17084.17258115158,12,education,65088.092016672155,60601,15,800,Married,PhD
8c97a8ed-0103-4f26-8056-8cbeea2dfe6a,2025-06-30 04:27:39.170764+00:00,White,Female,36-55,1,0.2337462844658338,15902.36777106136,24,other,100508.81557683114,60601,5,650,Single,Bachelors
f1ac1e8d-8a65-49b2-9137-856dfa630b20,2025-06-30 04:27:39.170764+00:00,White,Male,36-55,1,0.47446577154864944,16490.98845568575,60,other,35634.30634291206,10001,15,750,Married,Bachelors
a6f7147f-2d74-4cb5-ba61-e7e9bc221256,2025-06-30 04:27:39.170765+00:00,White,Male,36-55,1,0.4399257750187513,11195.291252356106,12,home,46887.08610031131,90210,0,650,Single,PhD
b5e445d4-af07-44f9-a793-c3823c8bdd56,2025-06-30 04:27:39.170765+00:00,Black,Female,36-55,0,0.40656796709293685,14516.325021296452,60,car,64837.196822846374,90210,1,700,Single,Masters
809ecf65-c672-4576-a3c5-ada786111110,2025-06-30 04:27:39.170765+00:00,White,Male,18-35,1,0.8641257616139694,25188.60557571956,12,other,112464.76516494731,90210,10,750,Divorced,PhD
a5b2e9d0-31a0-46a2-b972-dc39a1beee3a,2025-06-30 04:27:39.170766+00:00,Other,Male,36-55,1,0.4536089456011495,23282.626220426413,24,education,76484.24914773104,10001,1,600,Divorced,PhD
debd5e29-378b-4899-b794-e1f243be7a78,2025-06-30 04:27:39.170766+00:00,White,Female,18-35,1,0.48758828147969235,11620.074732759733,48,home,104272.64408296654,90210,1,700,Single,HS
50ce1a79-4440-41ab-ae33-54e803da1baf,2025-06-30 04:27:39.170767+00:00,White,Male,18-35,1,0.8798371942292178,23450.76927956784,60,car,59853.449979257195,60601,1,700,Divorced,Bachelors
d4f9e906-def7-4104-8cac-81aa7d7e639b,2025-06-30 04:27:39.170767+00:00,White,Female,18-35,1,0.004168718560758289,24549.997428493447,60,home,61597.28055491091,90210,0,650,Divorced,Masters
7bbc17a1-5716-44b0-b72a-5a91b6492014,2025-06-30 04:27:39.170768+00:00,White,Female,56+,0,0.5114367794049884,19721.47549398652,60,education,60584.67176705162,98101,15,650,Divorced,Bachelors
619ff0a2-a5ac-4d4c-8364-1ebabdeffdbf,2025-06-30 04:27:39.170769+00:00,White,Male,36-55,1,0.75374670652766,11445.691289937502,36,car,82894.5704173658,90210,1,650,Divorced,Masters
28cef8eb-b80d-4ca8-b6a9-ab83f6106f6e,2025-06-30 04:27:39.170769+00:00,Black,Female,36-55,1,0.8034581539051587,13216.457092467232,12,car,64872.830312352,98101,10,700,Divorced,Bachelors
17cbe9dd-925a-4fe3-a589-a7ffef7ca47e,2025-06-30 04:27:39.170770+00:00,White,Female,56+,0,0.48737894152544115,16392.244636736563,12,other,101655.28524956136,90210,0,650,Divorced,Masters
aeb31aef-ec7a-4908-a167-05622c57f938,2025-06-30 04:27:39.170770+00:00,Hispanic,Female,18-35,1,0.4184801753922319,17512.292130215523,60,car,95924.09327430467,98101,2,700,Married,Masters
46de5cfd-518e-4fba-b30f-205ab5f6281d,2025-06-30 04:27:39.170771+00:00,Hispanic,Male,56+,0,0.13793552772534423,24355.518655204298,12,car,85307.10117195165,10001,15,700,Divorced,HS
ad85cfa9-780c-46e0-ab0b-1ea060924415,2025-06-30 04:27:39.170771+00:00,White,Male,36-55,0,0.2500602638608648,29416.02517753731,60,other,93300.09814241351,10001,5,700,Married,PhD
8a1459fb-cc96-4fca-8c7d-367570d127ae,2025-06-30 04:27:39.170772+00:00,White,Male,18-35,1,0.09607381730705467,19444.694052200673,12,other,61080.21596118083,98101,10,700,Divorced,Masters
34774099-d58c-47b0-b1f0-649776c6e92a,2025-06-30 04:27:39.170772+00:00,Hispanic,Female,56+,1,0.5738742600732819,18978.399975166874,48,home,101182.63331610634,10001,2,600,Divorced,PhD
30731ca0-0076-4417-9ba8-d6af54345491,2025-06-30 04:27:39.170773+00:00,Black,Male,18-35,1,0.01712871079922995,25748.530333612853,36,home,64982.222543191994,10001,10,650,Married,HS
846f9baa-6407-42d0-b8a5-5ac2cf8288fa,2025-06-30 04:27:39.170773+00:00,White,Female,36-55,0,0.31267256406697086,6478.174069036122,60,car,70457.99937809496,10001,15,800,Married,Masters
da5d6d76-199c-4050-9414-17484f4c44bb,2025-06-30 04:27:39.170774+00:00,White,Female,18-35,0,0.2196498261371016,23934.67136545759,12,car,90376.41291641566,90210,1,700,Divorced,HS
